,Word,Length,Distance
1815,AMBARI,6,19.703598198288248
1816,AMBARIS,7,25.461106339836984
1817,AMBARY,6,17.703598198288248
1818,AMBASSY,7,17.656276343206308
1819,AMBATCH,7,21.91480417130055
1820,AMBEER,6,12.736504568938155
1821,AMBEERS,7,14.683014265805859
1822,AMBER,5,12.736504568938155
1823,AMBERED,7,14.789547777928176
1824,AMBERS,6,14.683014265805859
1825,AMBERY,6,14.736504568938155
1826,AMBIENT,7,23.256705407416085
1827,AMBIT,5,14.486748419049821
1828,AMBITS,6,17.337871004979792
1829,AMBITTY,7,15.486748419049821
1830,AMBLE,5,18.620805061033767
1831,AMBLED,6,19.67384827002379
1832,AMBLER,6,19.620805061033767
1833,AMBLERS,7,21.56731475790147
1834,AMBLES,6,19.8245076821159
1835,AMBLING,7,17.94771054195045
1836,AMBO,4,12.301521558828277
1837,AMBOINA,7,21.131924127195095
1838,AMBONES,7,20.754273713812363
1839,AMBOS,5,19.046067503515733
1840,AMBOYNA,7,22.830605303010866
1841,AMBRIES,7,21.211358494596265
1842,AMBROID,7,21.783522287056286
1843,AMBRY,5,13.007655873514132
1844,AMBSACE,7,17.527025688874843
1845,AMBUSH,6,19.59177382079929
1846,AMEARST,7,21.074821847722543
1847,AMEBA,5,19.251533133237885
1848,AMEBAE,6,21.19804283010559
1849,AMEBAN,6,24.674530459440433
1850,AMEBAS,6,20.251533133237885
1851,AMEBEAN,7,25.505069112888016
1852,AMEBIC,6,22.664466840223568
1853,AMEBOID,7,24.47644549325004
1854,AMEER,5,12.479557282127193
1855,AMEERS,6,14.426066978994896
1856,AMELIA,6,26.29660659383016
1857,AMELIAS,7,27.29660659383016
1858,AMEN,4,15.650360562072196
1859,AMENAGE,7,27.60888544679191
1860,AMEND,5,19.127270109356967
1861,AMENDE,6,20.18031331834699
1862,AMENDED,7,21.23335652733701
1863,AMENDER,7,21.18031331834699
1864,AMENDES,7,21.384015939429123
1865,AMENDS,6,20.127270109356967
1866,AMENE,5,19.8211638420172
1867,AMENED,6,20.874207051007218
1868,AMENING,7,22.12917224832338
1869,AMENITY,7,22.057765804236464
1870,AMENS,5,20.094334009337604
1871,AMENT,5,18.249514270493457
1872,AMENTA,6,22.053315001341485
1873,AMENTAL,7,30.053315001341485
1874,AMENTIA,7,27.994060215180912
1875,AMENTS,6,21.100636856423428
1876,AMENTUM,7,22.355600688473498
1877,AMERCE,6,16.614337861384385
1878,AMERCED,7,17.667381070374404
1879,AMERCER,7,17.614337861384385
1880,AMERCES,7,17.818040482466518
1881,AMESACE,7,18.32487387970653
1882,AMI,3,8.43719632637002
1883,AMIA,4,15.181742271057473
1884,AMIABLE,7,29.838018614263778
1885,AMIABLY,7,26.90642599645568
1886,AMIAS,5,16.181742271057473
1887,AMICE,5,15.3219436446442
1888,AMICES,6,16.525646265726333
1889,AMICI,5,17.994518126958297
1890,AMICUS,6,21.88474303394172
1891,AMID,4,13.213062739912173
1892,AMIDASE,7,17.416765360994308
1893,AMIDE,5,14.266105948902194
1894,AMIDES,6,15.469808569984329
1895,AMIDIC,6,22.76759005374847
1896,AMIDIN,6,20.3963343956186
1897,AMIDINE,7,24.5671376755636
1898,AMIDINS,7,24.84030784288401
1899,AMIDO,5,18.97057088146091
1900,AMIDOL,6,20.023614090450934
1901,AMIDOLS,7,27.023614090450934
1902,AMIDONE,7,26.21962041536287
1903,AMIDS,5,14.213062739912173
1904,AMIDST,6,17.064185325842143
1905,AMIE,4,13.43719632637002
1906,AMIES,5,14.640898947452154
1907,AMIGA,5,15.288318912299989
1908,AMIGAS,6,16.28831891229999
1909,AMIGO,5,15.092119643148017
1910,AMIGOS,6,21.836665587835473
1911,AMILDAR,7,20.952320114222633
1912,AMIN,4,10.844601568534287
1913,AMINE,5,15.01540484847929
1914,AMINES,6,16.219107469561425
1915,AMINIC,6,18.030667710992695
1916,AMINITY,7,17.252006810698553
1917,AMINO,5,13.922847822491239
1918,AMINS,5,15.288575015799696
1919,AMIR,4,12.43719632637002
1920,AMIRATE,7,21.092119643148017
1921,AMIRS,5,14.383706023237723
1922,AMIS,4,14.194704467918758
1923,AMISES,6,16.602109710083027
1924,AMISS,5,14.194704467918758
1925,AMISSES,7,16.602109710083027
1926,AMITIES,7,20.640898947452154
1927,AMITY,5,12.43719632637002
1928,AMLA,4,16.355011861960573
1929,AMLAS,5,17.355011861960573
1930,AMMAN,5,18.240001656388287
1931,AMMANS,6,22.683975103653694
1932,AMMETER,7,16.479557282127193
1933,AMMINE,6,15.01540484847929
1934,AMMINES,7,16.219107469561425
1935,AMMINO,6,13.922847822491239
1936,AMMIRAL,7,23.28831891229999
1937,AMMO,4,8.815907407257138
1938,AMMON,5,11.894153661214087
1939,AMMONAL,7,25.317150987416635
1940,AMMONIA,7,21.04610484806581
1941,AMMONIC,7,19.080219803672495
1942,AMMONO,6,14.972399915171039
1943,AMMONS,6,16.338127108479497
1944,AMMOS,5,15.560453351944592
1945,AMNESIA,7,25.2850621523562
1946,AMNESIC,7,23.319177107962886
1947,AMNESTY,7,16.634130652049976
1948,AMNIA,5,16.56045335194459
1949,AMNIC,5,14.594568307551278
1950,AMNIO,5,10.815907407257138
1951,AMNION,6,13.894153661214087
1952,AMNIONS,7,18.338127108479497
1953,AMNIOS,6,17.56045335194459
1954,AMNIOTE,7,16.815907407257136
1955,AMOEBA,6,22.58788325836783
1956,AMOEBAE,7,24.534392955235536
1957,AMOEBAN,7,28.01088058457038
1958,AMOEBAS,7,23.58788325836783
1959,AMOEBIC,7,26.000816965353515
1960,AMOK,4,10.019610028339272
1961,AMOKS,5,16.019610028339272
1962,AMOKURA,7,17.534733816191885
1963,AMOLE,5,16.277452781340028
1964,AMOLES,6,17.48115540242216
1965,AMOMUM,6,15.435485485381488
1966,AMOMUMS,7,20.858482811584036
1967,AMONG,5,13.55815486313673
1968,AMONGST,7,19.4092774490667
1969,AMOOVE,6,16.19372201597254
1970,AMOOVED,7,17.24676522496256
1971,AMOOVES,7,17.397424637054673
1972,AMORAL,6,24.667029993187107
1973,AMORANT,7,24.689181027810918
1974,AMORCE,6,17.95068798651433
1975,AMORCES,7,19.15439060759646
1976,AMORET,6,16.815907407257136
1977,AMORETS,7,19.667029993187107
1978,AMORINI,7,22.630717891585675
1979,AMORINO,7,23.301558903378357
1980,AMORISM,7,28.99641287500842
1981,AMORIST,7,26.424538134735844
1982,AMOROSA,7,26.56045335194459
1983,AMOROSO,7,32.30499929663205
1984,AMOROUS,7,25.59177382079929
1985,AMORT,5,14.815907407257138
1986,AMOSITE,7,26.31796149349333
1987,AMOTION,7,19.894153661214087
1988,AMOUNT,6,15.44375527695555
1989,AMOUNTS,7,18.29487786288552
1990,AMOUR,5,13.815907407257138
1991,AMOURS,6,15.762417104124841
1992,AMOVE,5,16.19372201597254
1993,AMOVED,6,17.24676522496256
1994,AMOVES,6,17.397424637054673
1995,AMOVING,7,21.558994145373596
1996,AMOWT,5,18.815907407257136
1997,AMOWTS,6,21.667029993187107
1998,AMP,3,9.486748419049821
1999,AMPASSY,7,23.018028740249235
2000,AMPED,5,17.539791628039843
2001,AMPERE,6,18.48674841904982
2002,AMPERES,7,19.690451040131954
2003,AMPHORA,7,23.992794321757792
2004,AMPING,6,15.558154863136732
2005,AMPLE,5,17.098953205224824
2006,AMPLER,6,18.098953205224824
2007,AMPLEST,7,21.153778412236928
2008,AMPLIFY,7,18.10476266977033
2009,AMPLY,5,14.167360587416727
2010,AMPOULE,7,21.430778142659854
2011,AMPS,4,17.221662768931143
2012,AMPUL,5,15.022275977566983
2013,AMPULE,6,21.430778142659854
2014,AMPULES,7,22.634480763741987
2015,AMPULLA,7,23.022275977566984
2016,AMPULS,6,22.022275977566984
2017,AMPUTEE,7,16.48674841904982
2018,AMREETA,7,17.383106175885903
2019,AMRIT,5,17.579305445037875
2020,AMRITA,6,21.383106175885903
2021,AMRITAS,7,22.383106175885903
2022,AMRITS,6,20.430428030967846
2023,AMTMAN,6,24.89600646407886
2024,AMTMANS,7,29.339979911344265
2025,AMTRAC,6,16.123154713385286
2026,AMTRACK,7,20.89902112692744
2027,AMTRACS,7,17.787155915307928
2028,AMU,3,8.51458858307291
2029,AMUCK,5,17.183474390350472
2030,AMUCKS,6,23.183474390350472
2031,AMULET,6,19.458618306682943
2032,AMULETS,7,22.309740892612915
2033,AMUS,4,13.290454996615065
2034,AMUSE,5,14.4941576176972
2035,AMUSED,6,15.54720082668722
2036,AMUSER,6,15.4941576176972
2037,AMUSERS,7,17.440667314564905
2038,AMUSES,6,15.697860238779334
2039,AMUSIA,6,25.792509082851257
2040,AMUSIAS,7,26.792509082851257
2041,AMUSING,7,23.119369582250712
2042,AMUSIVE,7,25.54013624032047
2043,AMYGDAL,7,22.21135849459627
2044,AMYL,4,12.484565420798905
2045,AMYLASE,7,22.688268041881038
2046,AMYLENE,7,27.23467414578178
2047,AMYLIC,6,18.927227523015688
2048,AMYLOID,7,19.31347504333108
2049,AMYLOSE,7,21.485857195558513
2050,AMYLS,5,19.484565420798905
2051,AMYLUM,6,17.126179397296106
2052,AMYLUMS,7,22.549176723498654
2053,AMYTAL,6,21.81145660436216
2054,AMYTALS,7,28.81145660436216
2055,ANA,3,10.845994652405098
2056,ANABAS,6,20.733941546935917
2057,ANADEM,6,18.97009297842944
2058,ANADEMS,7,24.39309030463199
2059,ANAEMIA,7,26.636799572271734
2060,ANAEMIC,7,24.670914527878416
2061,ANAGOGE,7,24.98912367261832
2062,ANAGOGY,7,23.65729873518329
2063,ANAGRAM,7,25.769620605350582
2064,ANAL,4,18.845994652405096
2065,ANALGIA,7,32.44166318302252
2066,ANALITY,7,24.50999585432774
2067,ANALLY,6,22.32290419968987
2068,ANALOG,6,23.702838592243143
2069,ANALOGA,7,27.702838592243143
2070,ANALOGS,7,26.702838592243143
2071,ANALOGY,7,24.906541213325276
2072,ANALYSE,7,27.33040755162003
2073,ANALYST,7,28.97782751646787
2074,ANALYTE,7,25.32290419968987
2075,ANALYZE,7,29.508970342148277
2076,ANAN,4,16.268991978607648
2077,ANANA,5,21.691989304810196
2078,ANANAS,6,22.691989304810196
2079,ANANKE,6,23.6384990016779
2080,ANANKES,7,24.842201622760033
2081,ANAPEST,7,30.628299449768587
2082,ANAPHOR,7,31.228397559534482
2083,ANARCH,6,18.576933985542187
2084,ANARCHS,7,22.576933985542187
2085,ANARCHY,7,19.62997719453221
2086,ANAS,4,11.845994652405098
2087,ANATA,5,18.453596114101156
2088,ANATAS,6,19.453596114101156
2089,ANATASE,7,20.65729873518329
2090,ANATMAN,7,29.80929727839383
2091,ANATOMY,7,23.65635433383866
2092,ANATTA,6,18.453596114101156
2093,ANATTAS,7,19.453596114101156
2094,ANATTO,6,18.649795383253128
2095,ANATTOS,7,25.394341327940584
2096,ANAXIAL,7,32.956786970875136
2097,ANBURY,6,13.830402568366818
2098,ANCE,4,10.52908374418259
2099,ANCHO,5,14.125242498062487
2100,ANCHOR,6,19.125242498062487
2101,ANCHORS,7,21.07175219493019
2102,ANCHOS,6,20.869788442749943
2103,ANCHOVY,7,21.311308640520895
2104,ANCHUSA,7,18.253688946756807
2105,ANCIENT,7,24.971615214862958
2106,ANCILE,6,21.2741615935122
2107,ANCILIA,7,23.274206575029428
2108,ANCILLA,7,22.86565942841933
2109,ANCLE,5,20.589007632844154
2110,ANCLES,6,21.792710253926288
2111,ANCOME,6,21.60370285726108
2112,ANCOMES,7,22.807405478343213
2113,ANCON,5,17.20348875201944
2114,ANCONAL,7,30.626486078221987
2115,ANCONE,6,21.374292031964444
2116,ANCONES,7,22.577994653046577
2117,ANCORA,6,21.97636508399246
2118,ANCRESS,7,12.655394108561833
2119,AND,3,8.899906873487321
2120,ANDANTE,7,20.92205790811113
2121,ANDIRON,7,25.754019540986427
2122,ANDRO,5,15.103609494569456
2123,ANDROID,7,20.87947590811161
2124,ANDROS,6,21.84815543925691
2125,ANDS,4,9.899906873487321
2126,ANDVILE,7,22.529430836160884
2127,ANE,3,9.593800606147553
2128,ANEAR,5,14.391432888945227
2129,ANEARED,7,16.444476097935247
2130,ANEARS,6,16.337942585812932
2131,ANEATH,6,17.00811223578593
2132,ANELACE,7,28.643916747737627
2133,ANELE,5,22.410804936333292
2134,ANELED,6,23.46384814532331
2135,ANELES,6,23.614507557415426
2136,ANELING,7,21.73771041724998
2137,ANEMIA,6,23.438095829146484
2138,ANEMIAS,7,24.438095829146484
2139,ANEMIC,6,21.472210784753166
2140,ANEMONE,7,24.3213104992481
2141,ANENST,6,21.059699919287937
2142,ANENT,5,16.36375759451382
2143,ANERGIA,7,21.85347033868762
2144,ANERGIC,7,19.887585294294304
2145,ANERGY,6,13.461504429152331
2146,ANERLY,6,19.493707479634875
2147,ANEROID,7,21.369667019689707
2148,ANES,4,10.797503227229688
2149,ANESTRA,7,17.49974839908963
2150,ANESTRI,7,18.648625813159658
2151,ANETHOL,7,17.161967602990188
2152,ANETIC,6,19.372461506441695
2153,ANEURIN,7,23.001205848311823
2154,ANEW,4,10.593800606147553
2155,ANGA,4,11.086998528125193
2156,ANGAKOK,7,20.49440377028946
2157,ANGARIA,7,24.68266705874262
2158,ANGARY,6,15.938121114055162
2159,ANGAS,5,12.086998528125193
2160,ANGEKOK,7,17.45292865500917
2161,ANGEL,5,16.031028251735222
2162,ANGELED,7,23.49257362581811
2163,ANGELIC,7,22.47369035395201
2164,ANGELS,6,23.031028251735222
2165,ANGELUS,7,23.34242222379454
2166,ANGER,5,10.622526086642354
2167,ANGERED,7,12.675569295632375
2168,ANGERLY,7,19.522432960129677
2169,ANGERS,6,12.569035783510058
2170,ANGICO,6,20.41902718620924
2171,ANGICOS,7,27.163573130896697
2172,ANGINA,6,17.76852368242198
2173,ANGINAL,7,25.76852368242198
2174,ANGINAS,7,18.76852368242198
2175,ANGIOMA,7,19.7540285213123
2176,ANGLE,5,17.495500693218062
2177,ANGLED,6,18.54854390220808
2178,ANGLER,6,18.495500693218062
2179,ANGLERS,7,20.442010390085766
2180,ANGLES,6,18.699203314300195
2181,ANGLICE,7,19.635747048322017
2182,ANGLIFY,7,18.50131015776357
2183,ANGLING,7,16.82240617413475
2184,ANGLIST,7,21.359630457526546
2185,ANGLO,5,12.140041737115213
2186,ANGLOS,6,18.884587681802667
2187,ANGOLA,6,19.943842467963243
2188,ANGORA,6,18.741921844903192
2189,ANGORAS,7,19.741921844903192
2190,ANGRIER,7,18.750999730047834
2191,ANGRIES,7,18.954702351129967
2192,ANGRILY,7,17.891910479255248
2193,ANGRY,5,10.750999730047834
2194,ANGST,5,12.938121114055162
2195,ANGSTS,6,15.789243699985132
2196,ANGSTY,6,13.938121114055162
2197,ANGUINE,7,16.611716747102168
2198,ANGUISH,7,19.791016366541633
2199,ANGULAR,7,22.42015836944003
2200,ANHINGA,7,16.493956676147185
2201,ANI,3,7.830402568366818
2202,ANICCA,6,15.14459102717812
2203,ANICCAS,7,16.14459102717812
2204,ANICUT,6,18.502082862396364
2205,ANICUTS,7,21.353205448326335
2206,ANIGH,5,11.681525154296788
2207,ANIGHT,6,13.34552635621943
2208,ANIL,4,9.49440377028946
2209,ANILE,5,15.90290593538233
2210,ANILIN,6,13.565810214376372
2211,ANILINE,7,17.736613494321375
2212,ANILINS,7,18.00978366164178
2213,ANILITY,7,15.158404972212104
2214,ANILS,5,16.49440377028946
2215,ANIMA,5,16.267598894736835
2216,ANIMACY,7,21.88137270721095
2217,ANIMAL,6,24.267598894736835
2218,ANIMALS,7,31.267598894736835
2219,ANIMAS,6,17.267598894736835
2220,ANIMATE,7,22.071399625584863
2221,ANIMATO,7,24.071399625584863
2222,ANIME,5,14.930151846678292
2223,ANIMES,6,16.133854467760425
2224,ANIMI,5,11.887790890921117
2225,ANIMIS,6,17.645299032469854
2226,ANIMISM,7,23.068296358672402
2227,ANIMIST,7,20.496421618399825
2228,ANIMUS,6,16.741049561166164
2229,ANION,5,11.90864882232377
2230,ANIONIC,7,19.094714964782177
2231,ANIONS,6,16.352622269589176
2232,ANIS,4,13.587910709915555
2233,ANISE,5,14.79161333099769
2234,ANISEED,7,15.84465653998771
2235,ANISES,6,15.995315952079824
2236,ANISIC,6,24.12407975175843
2237,ANISOLE,7,27.794002028685902
2238,ANKER,5,13.792504349272802
2239,ANKERS,6,15.739014046140506
2240,ANKH,4,9.369507023070252
2241,ANKHS,5,13.369507023070252
2242,ANKLE,5,14.778009188163121
2243,ANKLED,6,15.831052397153142
2244,ANKLES,6,15.981711809245256
2245,ANKLET,6,16.77800918816312
2246,ANKLETS,7,19.629131774093093
2247,ANKLING,7,14.104914669079806
2248,ANKLONG,7,14.164797687939865
2249,ANKLUNG,7,14.597729944787206
2250,ANKUS,5,13.80937463853505
2251,ANKUSES,7,16.21677988069932
2252,ANKUSH,6,17.80937463853505
2253,ANLACE,6,20.915733888629724
2254,ANLACES,7,22.119436509711857
2255,ANLAGE,6,22.809647470649683
2256,ANLAGEN,7,26.980450750594684
2257,ANLAGES,7,24.013350091731816
2258,ANLAS,5,17.27411991213252
2259,ANLASES,7,19.681525154296786
2260,ANN,3,5.422997326202549
2261,ANNA,4,10.845994652405098
2262,ANNAL,5,18.845994652405096
2263,ANNALS,6,25.845994652405096
2264,ANNAS,5,11.845994652405098
2265,ANNAT,5,14.649795383253128
2266,ANNATES,7,17.85349800433526
2267,ANNATS,6,17.5009179691831
2268,ANNATTA,7,18.453596114101156
2269,ANNATTO,7,18.649795383253128
2270,ANNEAL,6,19.540310303015257
2271,ANNEALS,7,26.540310303015257
2272,ANNELID,7,22.44217038670522
2273,ANNEX,5,11.622494767424703
2274,ANNEXE,6,13.651188928701853
2275,ANNEXED,7,14.704232137691873
2276,ANNEXES,7,14.854891549783988
2277,ANNICUT,7,18.502082862396364
2278,ANNO,4,8.5012435801595
2279,ANNONA,6,17.002487160319
2280,ANNONAS,7,18.002487160319
2281,ANNOY,5,11.5012435801595
2282,ANNOYED,7,15.55428678914952
2283,ANNOYER,7,15.5012435801595
2284,ANNOYS,6,15.305044311007528
2285,ANNS,4,9.866970773467958
2286,ANNUAL,6,21.209199629028436
2287,ANNUALS,7,28.209199629028436
2288,ANNUITY,7,12.4516914874797
2289,ANNUL,5,9.987219045996861
2290,ANNULAR,7,20.83834163192683
2291,ANNULET,7,18.39572121108973
2292,ANNULI,6,11.651220247919504
2293,ANNULS,6,16.98721904599686
2294,ANNULUS,7,17.298613018056177
2295,ANOA,4,16.23615793004082
2296,ANOAS,5,17.23615793004082
2297,ANOBIID,7,20.248375641394013
2298,ANODAL,6,24.258751721708236
2299,ANODE,5,15.311794930698257
2300,ANODES,6,16.515497551780392
2301,ANODIC,6,23.813279035544532
2302,ANODISE,7,25.99582889788126
2303,ANODIZE,7,28.090000513356088
2304,ANODYNE,7,23.38676400556325
2305,ANOESES,7,18.112351443405903
2306,ANOESIS,7,27.21996248433911
2307,ANOETIC,7,24.279904480453638
2308,ANOINT,6,14.50780253074503
2309,ANOINTS,7,17.358925116675
2310,ANOLE,5,15.96278895424239
2311,ANOLES,6,17.166491575324525
2312,ANOLYTE,7,16.03119633643429
2313,ANOMALY,7,28.794060534701412
2314,ANOMIC,6,17.716003883895056
2315,ANOMIE,6,17.937342983600917
2316,ANOMIES,7,19.14104560468305
2317,ANOMY,5,13.50780253074503
2318,ANON,4,11.579489834116451
2319,ANONYM,6,16.284729960517755
2320,ANONYMA,7,22.693232125610624
2321,ANONYMS,7,21.707727286720303
2322,ANOPIA,6,18.245789524846955
2323,ANOPIAS,7,19.245789524846955
2324,ANOPSIA,7,29.738212016277014
2325,ANORAK,6,23.35236616608947
2326,ANORAKS,7,29.35236616608947
2327,ANOREXY,7,20.42295713517206
2328,ANOSMIA,7,29.44202695701411
2329,ANOSMIC,7,27.476141912620797
2330,ANOTHER,7,18.642154329366914
2331,ANOUGH,6,13.447753277027203
2332,ANOW,4,15.5012435801595
2333,ANOXIA,6,27.596011832648323
2334,ANOXIAS,7,28.596011832648323
2335,ANOXIC,6,25.630126788255005
2336,ANSA,4,10.866970773467958
2337,ANSAE,5,12.813480470335662
2338,ANSATE,6,16.670771504315987
2339,ANSATED,7,17.723814713306005
2340,ANSWER,6,12.920013982457979
2341,ANSWERS,7,14.866523679325683
2342,ANT,3,8.02215103462381
2343,ANTA,4,11.825951765471839
2344,ANTACID,7,23.916006637825294
2345,ANTAE,5,13.772461462339542
2346,ANTAR,5,14.677074351401808
2347,ANTARA,6,17.528196937331778
2348,ANTARAS,7,18.528196937331778
2349,ANTARS,6,16.623584048269514
2350,ANTAS,5,12.825951765471839
2351,ANTBEAR,7,18.253872139246813
2352,ANTBIRD,7,18.410186327642936
2353,ANTE,4,10.02215103462381
2354,ANTED,5,11.075194243613831
2355,ANTEED,6,11.075194243613831
2356,ANTEFIX,7,21.192198139254423
2357,ANTEING,7,19.09355747871072
2358,ANTENNA,7,19.615951640771364
2359,ANTES,5,11.225853655705945
2360,ANTHEM,6,18.234116900865548
2361,ANTHEMS,7,23.657114227068096
2362,ANTHER,6,14.163061783831225
2363,ANTHERS,7,16.10957148069893
2364,ANTHILL,7,13.2966631353368
2365,ANTHOID,7,18.313141236018577
2366,ANTHRAX,7,16.736803582916227
2367,ANTI,4,11.02215103462381
2368,ANTIAIR,7,28.511242923998722
2369,ANTIAR,6,20.617819565241238
2370,ANTIARS,7,22.56432926210894
2371,ANTIBUG,7,18.454312227612736
2372,ANTIC,5,15.80081193491795
2373,ANTICAL,7,26.336339493435112
2374,ANTICAR,7,21.187462079365083
2375,ANTICK,6,20.576678348460106
2376,ANTICKE,7,25.999675674662655
2377,ANTICKS,7,26.576678348460106
2378,ANTICLY,7,25.035229623751462
2379,ANTICS,6,17.464813136840593
2380,ANTIENT,7,22.792108022990078
2381,ANTIFAT,7,21.629752496319867
2382,ANTIFLU,7,22.361479323989002
2383,ANTIFOG,7,23.40561890986202
2384,ANTIFUR,7,20.67707435140181
2385,ANTIGAY,7,22.649140034095936
2386,ANTIGEN,7,20.579604459015947
2387,ANTIGUN,7,17.848477478698634
2388,ANTIJAM,7,24.634355820798817
2389,ANTILOG,7,17.542996176384502
2390,ANTIMAN,7,24.88234468719638
2391,ANTING,6,15.093557478710721
2392,ANTINGS,7,18.09355747871072
2393,ANTIPOT,7,18.02215103462381
2394,ANTIQUE,7,28.02215103462381
2395,ANTIRED,7,17.07519424361383
2396,ANTIS,5,16.779659176172547
2397,ANTISAG,7,21.779659176172547
2398,ANTISEX,7,20.012055958531832
2399,ANTITAX,7,19.48995296739448
2400,ANTIWAR,7,21.076976241635915
2401,ANTLER,6,19.874626646982087
2402,ANTLERS,7,21.82113634384979
2403,ANTLIA,6,20.874671628499318
2404,ANTLIAE,7,22.82118132536702
2405,ANTLIKE,7,20.606166219004432
2406,ANTLION,7,18.208371937768813
2407,ANTONYM,7,19.805637414982066
2408,ANTRA,5,11.87327362055378
2409,ANTRAL,6,19.873273620553782
2410,ANTRE,5,10.02215103462381
2411,ANTRES,6,11.225853655705945
2412,ANTRUM,6,14.128237452603852
2413,ANTRUMS,7,19.5512347788064
2414,ANTS,4,10.87327362055378
2415,ANTSIER,7,22.63078176210252
2416,ANTSY,5,14.67707435140181
2417,ANURAL,6,21.30281407340967
2418,ANURAN,6,18.72581139961222
2419,ANURANS,7,23.169784846877626
2420,ANURIA,6,21.196237432167155
2421,ANURIAS,7,22.196237432167155
2422,ANURIC,6,19.23035238777384
2423,ANUROUS,7,22.227557901021854
2424,ANUS,4,12.227557901021854
2425,ANUSES,6,14.634963143186123
2426,ANVIL,5,12.980017921860599
2427,ANVILED,7,20.44156329594349
2428,ANVILS,6,19.9800179218606
2429,ANXIETY,7,23.125242498062487
2430,ANXIOUS,7,22.90110891160464
2431,ANY,3,7.52908374418259
2432,ANYBODY,7,22.059428026673856
2433,ANYHOW,6,18.433249539102583
2434,ANYMORE,7,18.53564269476812
2435,ANYON,5,13.60732999813954
2436,ANYONE,6,17.778133278084546
2437,ANYONES,7,18.98183589916668
2438,ANYONS,6,18.051303445404947
2439,ANYROAD,7,24.26399809406391
2440,ANYTIME,7,18.628833022494064
2441,ANYWAY,6,17.508652778806876
2442,ANYWAYS,7,21.312453509654905
2443,ANYWHEN,7,23.620770018677774
2444,ANYWISE,7,24.49029450681346
2445,ANZIANI,7,31.64592297519825
2446,AORIST,6,25.34354507736003
2447,AORISTS,7,28.19466766329
2448,AORTA,5,17.53871508072935
2449,AORTAE,6,19.485224777597054
2450,AORTAL,6,25.53871508072935
2451,AORTAS,6,18.53871508072935
2452,AORTIC,6,21.513575250175464
2453,AOUDAD,6,17.53871508072935
2454,AOUDADS,7,18.53871508072935
2455,APACE,5,22.096573157199977
2456,APACHE,6,26.31851887243468
2457,APACHES,7,27.522221493516813
2458,APADANA,7,32.30095383310787
2459,APAGE,5,23.990486739219936
2460,APAGOGE,7,31.598088200915992
2461,APAID,5,28.975371538932382
2462,APANAGE,7,34.83648139162503
2463,APAREJO,7,27.696564910765854
2464,APART,5,21.306081766632744
2465,APATHY,6,23.97580432246346
2466,APATITE,7,29.2587599115508
2467,APAY,4,22.230825594244926
2468,APAYD,5,25.081948180174898
2469,APAYING,7,28.302232038331837
2470,APAYS,5,26.034626325092955
2471,APE,3,15.727479590351386
2472,APEAK,5,24.67398928721909
2473,APED,4,16.780522799341405
2474,APEDOM,6,24.94543618305441
2475,APEDOMS,7,30.36843350925696
2476,APEEK,5,21.150476916553934
2477,APEHOOD,7,27.813019865114867
2478,APELIKE,7,30.276023492559467
2479,APEMAN,6,32.63003419868113
2480,APEMEN,6,30.040393104365037
2481,APEPSIA,7,42.9644480264689
2482,APEPSY,6,34.26619467108074
2483,APER,4,16.727479590351386
2484,APERCU,6,22.649193145363945
2485,APERCUS,7,27.4250595589061
2486,APERIES,7,26.93118221143352
2487,APERS,5,18.67398928721909
2488,APERT,5,17.727479590351386
2489,APERY,5,18.727479590351386
2490,APES,4,16.93118221143352
2491,APETALY,7,33.00818986848419
2492,APEX,4,17.756173751628538
2493,APEXES,6,20.988570533987822
2494,APGAR,5,20.35446858982351
2495,APHAGIA,7,31.12694885181684
2496,APHAKIA,7,32.32886947487689
2497,APHASIA,7,31.033334407435607
2498,APHASIC,7,29.067449363042293
2499,APHELIA,7,30.825239180187157
2500,APHESES,7,19.619297731730587
2501,APHESIS,7,28.726908772663794
2502,APHETIC,7,25.78685076877833
2503,APHID,5,19.253656431609272
2504,APHIDES,7,21.510402261681424
2505,APHIDS,6,20.253656431609272
2506,APHIS,5,20.235298159615855
2507,APHONIA,7,27.61260034793806
2508,APHONIC,7,25.646715303544745
2509,APHONY,6,20.566735579066375
2510,APHOTIC,7,27.161063807423524
2511,APHTHA,6,20.8592827250447
2512,APHTHAE,7,22.805792421912404
2513,APHYLLY,7,20.53814262475898
2514,APIAN,5,22.89502286124139
2515,APIARY,6,22.323148120968813
2516,APICAL,6,26.041668049162688
2517,APICALS,7,33.04166804916269
2518,APICES,6,18.8159295297077
2519,APICIAN,7,32.45234466182967
2520,APICULI,7,23.59868864482074
2521,APIECE,6,19.93965242631147
2522,APING,5,14.798886034438297
2523,APIOL,5,12.780522799341407
2524,APIOLS,6,19.780522799341405
2525,APISH,5,20.484987731900123
2526,APISHLY,7,26.961897279184896
2527,APISM,5,21.90798505810267
2528,APISMS,6,27.33098238430522
2529,APLANAT,7,32.58097759468665
2530,APLASIA,7,31.433236297669715
2531,APLENTY,7,24.10964136489266
2532,APLITE,6,16.595183413356164
2533,APLITES,7,17.798886034438297
2534,APLITIC,7,22.373844313650302
2535,APLOMB,6,15.39163066258781
2536,APLOMBS,7,18.86854020987258
2537,APNEA,5,18.737811960899503
2538,APNEAL,6,26.737811960899503
2539,APNEAS,6,19.737811960899503
2540,APNEIC,6,26.56996316432594
